List of Differential Expressed Genes,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
INTS12.2,4.22E-11,0.04906871,0.084,0.125,1.10E-06,TAM,INTS12
PREX1.2,4.23E-11,0.669689706,0.23,0.203,1.10E-06,TAM,PREX1
RABEP1.1,4.23E-11,0.040252819,0.193,0.26,1.10E-06,TAM,RABEP1
RAD1.2,4.26E-11,-0.022919716,0.085,0.126,1.10E-06,TAM,RAD1
TCEA1.2,4.28E-11,0.004921024,0.365,0.477,1.11E-06,TAM,TCEA1
WDYHV1.2,4.31E-11,-0.034787218,0.07,0.106,1.12E-06,TAM,WDYHV1
KLHL36.2,4.37E-11,0.138447757,0.112,0.16,1.13E-06,TAM,KLHL36
COPB2.2,4.37E-11,0.11284377,0.189,0.257,1.13E-06,TAM,COPB2
ELMOD2.2,4.41E-11,0.008192516,0.07,0.107,1.14E-06,TAM,ELMOD2
SMARCC1.2,4.48E-11,0.032091812,0.149,0.204,1.16E-06,TAM,SMARCC1
UPRT.2,4.52E-11,0.002451388,0.077,0.115,1.17E-06,TAM,UPRT
AFF1.1,4.65E-11,-0.081507102,0.081,0.119,1.21E-06,TAM,AFF1
NDUFB11.1,4.67E-11,0.172734939,0.755,0.801,1.21E-06,TAM,NDUFB11
CES2.1,4.72E-11,-0.009037766,0.099,0.142,1.22E-06,TAM,CES2
TOR4A.2,4.73E-11,0.068666249,0.084,0.124,1.23E-06,TAM,TOR4A
C11orf68.1,4.76E-11,0.042589223,0.067,0.102,1.24E-06,TAM,C11orf68
C16orf13.2,4.78E-11,0.044126554,0.398,0.519,1.24E-06,TAM,C16orf13
PCID2.2,4.80E-11,0.070496553,0.092,0.134,1.24E-06,TAM,PCID2
PDE4A.2,4.82E-11,0.145661682,0.231,0.311,1.25E-06,TAM,PDE4A
DDX50.2,4.83E-11,0.02871914,0.113,0.161,1.25E-06,TAM,DDX50
MPHOSPH6.2,4.90E-11,0.103989808,0.315,0.418,1.27E-06,TAM,MPHOSPH6
STAB1.2,4.91E-11,-0.240130849,0.159,0.119,1.27E-06,TAM,STAB1
CRLS1.2,4.93E-11,0.094761633,0.25,0.333,1.28E-06,TAM,CRLS1
DDX54.2,4.96E-11,0.094068674,0.156,0.216,1.29E-06,TAM,DDX54
EFHD2.2,4.96E-11,-0.073169907,0.636,0.746,1.29E-06,TAM,EFHD2
CH17-373J23.1.2,4.97E-11,0.948790543,0.181,0.151,1.29E-06,TAM,CH17-373J23.1
FAM35A.2,5.06E-11,0.056836877,0.124,0.175,1.31E-06,TAM,FAM35A
UGDH.2,5.07E-11,0.003630947,0.079,0.117,1.32E-06,TAM,UGDH
BTBD1.2,5.15E-11,-0.071638508,0.112,0.158,1.34E-06,TAM,BTBD1
CMIP.2,5.39E-11,0.113511611,0.246,0.327,1.40E-06,TAM,CMIP
ATP5G1.2,5.53E-11,-0.074536158,0.523,0.65,1.43E-06,TAM,ATP5G1
MED6.2,5.76E-11,0.083946296,0.111,0.157,1.49E-06,TAM,MED6
TAF6.2,5.89E-11,-0.130892465,0.076,0.113,1.53E-06,TAM,TAF6
NAA60.2,5.90E-11,0.141261965,0.131,0.184,1.53E-06,TAM,NAA60
NUDT14.2,5.93E-11,0.020232979,0.309,0.404,1.54E-06,TAM,NUDT14
CCNT2.2,5.96E-11,0.167711045,0.075,0.112,1.55E-06,TAM,CCNT2
NELFCD.2,6.00E-11,0.074139362,0.119,0.167,1.56E-06,TAM,NELFCD
IFT52.2,6.00E-11,0.069024011,0.101,0.145,1.56E-06,TAM,IFT52
SPRYD4.2,6.14E-11,-0.128125572,0.068,0.103,1.59E-06,TAM,SPRYD4
SDCCAG8.2,6.24E-11,0.021417755,0.343,0.448,1.62E-06,TAM,SDCCAG8
PPM1G.2,6.26E-11,0.01067984,0.359,0.464,1.62E-06,TAM,PPM1G
FKBP5,6.48E-11,0.003735467,0.202,0.269,1.68E-06,TAM,FKBP5
TRMT10C.2,6.54E-11,0.065857882,0.173,0.235,1.70E-06,TAM,TRMT10C
MAP3K11.2,6.58E-11,0.031796056,0.25,0.333,1.71E-06,TAM,MAP3K11
SLC25A13.2,6.59E-11,0.095919745,0.109,0.155,1.71E-06,TAM,SLC25A13
IPO5.2,6.77E-11,-0.024437303,0.128,0.177,1.76E-06,TAM,IPO5
KLF2.1,6.90E-11,0.033235015,0.379,0.478,1.79E-06,TAM,KLF2
RLIM.2,6.95E-11,0.056025953,0.127,0.177,1.80E-06,TAM,RLIM
LARP4B.2,7.21E-11,0.053627858,0.153,0.209,1.87E-06,TAM,LARP4B
FCGR2A.2,7.36E-11,0.213730695,0.745,0.78,1.91E-06,TAM,FCGR2A
FRYL.2,7.40E-11,0.025740586,0.106,0.15,1.92E-06,TAM,FRYL
KMT2E-AS1.1,7.49E-11,-0.047152668,0.102,0.146,1.94E-06,TAM,KMT2E-AS1
C9orf78.2,7.51E-11,0.015851081,0.342,0.448,1.95E-06,TAM,C9orf78
ZNF280D.1,7.53E-11,-0.120868782,0.103,0.146,1.95E-06,TAM,ZNF280D
ARL13B.2,7.55E-11,-0.033582984,0.077,0.114,1.96E-06,TAM,ARL13B
SHFM1.2,7.58E-11,-0.086448938,0.736,0.821,1.97E-06,TAM,SHFM1
EMC4.2,7.59E-11,0.003008818,0.379,0.491,1.97E-06,TAM,EMC4
ARL16.2,7.71E-11,0.068662139,0.146,0.202,2.00E-06,TAM,ARL16
FGFR1OP2.1,7.95E-11,-0.008714344,0.347,0.451,2.06E-06,TAM,FGFR1OP2
ANXA4.2,8.06E-11,0.044080489,0.467,0.596,2.09E-06,TAM,ANXA4
DSCR3.2,8.06E-11,0.038723454,0.194,0.262,2.09E-06,TAM,DSCR3
PITPNC1.2,8.06E-11,0.053774404,0.078,0.116,2.09E-06,TAM,PITPNC1
INPP5F.2,8.15E-11,0.034859869,0.066,0.101,2.11E-06,TAM,INPP5F
BCL3.2,8.26E-11,0.877169184,0.133,0.105,2.14E-06,TAM,BCL3
CRYZ.2,8.29E-11,0.030189327,0.067,0.102,2.15E-06,TAM,CRYZ
AHSA1.2,8.30E-11,0.060135837,0.251,0.335,2.15E-06,TAM,AHSA1
KDM3B.1,8.30E-11,-0.091773074,0.078,0.115,2.15E-06,TAM,KDM3B
ATF6B.2,8.39E-11,0.110809032,0.211,0.285,2.18E-06,TAM,ATF6B
SAV1.2,8.46E-11,0.141604162,0.199,0.267,2.19E-06,TAM,SAV1
CD58.2,8.48E-11,-0.010651603,0.399,0.498,2.20E-06,TAM,CD58
MSL1.2,8.48E-11,0.115644118,0.144,0.198,2.20E-06,TAM,MSL1
ZNF90.2,8.55E-11,-0.062261808,0.142,0.194,2.22E-06,TAM,ZNF90
CRIPT.2,8.62E-11,0.115336593,0.206,0.276,2.24E-06,TAM,CRIPT
PPP3CA.2,8.80E-11,0.139155359,0.214,0.289,2.28E-06,TAM,PPP3CA
DNAJA2.2,8.87E-11,0.071922032,0.251,0.335,2.30E-06,TAM,DNAJA2
NFYC.2,8.88E-11,0.087143864,0.195,0.265,2.30E-06,TAM,NFYC
RBBP5.2,9.02E-11,0.043857496,0.082,0.121,2.34E-06,TAM,RBBP5
SNX12.2,9.03E-11,0.050019196,0.125,0.174,2.34E-06,TAM,SNX12
ADPRHL2.2,9.10E-11,0.1380845,0.174,0.239,2.36E-06,TAM,ADPRHL2
PPP1R18.1,9.29E-11,0.388259738,0.49,0.52,2.41E-06,TAM,PPP1R18
PI4KA.1,9.30E-11,0.034343434,0.107,0.152,2.41E-06,TAM,PI4KA
ZNF581.2,9.46E-11,-0.003270941,0.166,0.225,2.46E-06,TAM,ZNF581
MED1.2,9.70E-11,-0.023294414,0.092,0.132,2.52E-06,TAM,MED1
HSCB.2,1.04E-10,0.072087687,0.099,0.141,2.70E-06,TAM,HSCB
RMND5A.2,1.05E-10,0.081779307,0.087,0.127,2.73E-06,TAM,RMND5A
SEC31A.1,1.05E-10,0.067014062,0.261,0.35,2.73E-06,TAM,SEC31A
RANBP9,1.06E-10,0.016842766,0.096,0.139,2.76E-06,TAM,RANBP9
SNX4.2,1.07E-10,0.067022496,0.162,0.221,2.79E-06,TAM,SNX4
DDX52.2,1.08E-10,0.048771512,0.117,0.164,2.81E-06,TAM,DDX52
CALHM2.2,1.09E-10,0.013819756,0.157,0.213,2.83E-06,TAM,CALHM2
UQCRC1.1,1.10E-10,0.346055384,0.533,0.577,2.86E-06,TAM,UQCRC1
TMEM11.2,1.13E-10,0.078122642,0.165,0.226,2.92E-06,TAM,TMEM11
CARD8,1.15E-10,0.065025576,0.191,0.259,2.98E-06,TAM,CARD8
MFN2.2,1.15E-10,-0.0285364,0.103,0.146,2.99E-06,TAM,MFN2
CSAD.2,1.15E-10,0.06931726,0.07,0.105,2.99E-06,TAM,CSAD
FHAD1.2,1.16E-10,-0.035511588,0.094,0.135,3.00E-06,TAM,FHAD1
BCL2L13.2,1.16E-10,0.132413832,0.2,0.27,3.00E-06,TAM,BCL2L13
THAP1.2,1.18E-10,-0.054576958,0.07,0.105,3.05E-06,TAM,THAP1
MLEC.2,1.20E-10,-0.003598716,0.375,0.483,3.10E-06,TAM,MLEC
PYM1.2,1.23E-10,0.093759648,0.208,0.28,3.19E-06,TAM,PYM1
CDK12.2,1.23E-10,0.076822994,0.193,0.259,3.20E-06,TAM,CDK12
CDK9.2,1.27E-10,0.083439299,0.114,0.16,3.29E-06,TAM,CDK9
CCAR1.2,1.28E-10,0.094146845,0.26,0.345,3.33E-06,TAM,CCAR1
RP11-792A8.4.2,1.29E-10,0.020541632,0.082,0.12,3.34E-06,TAM,RP11-792A8.4
TOPBP1.1,1.30E-10,-0.054470966,0.069,0.103,3.38E-06,TAM,TOPBP1
XPC.2,1.31E-10,0.047544116,0.102,0.145,3.39E-06,TAM,XPC
ARHGAP15.1,1.34E-10,0.054146799,0.168,0.228,3.47E-06,TAM,ARHGAP15
NEU1.1,1.36E-10,-0.048002404,0.377,0.48,3.54E-06,TAM,NEU1
PPA2.2,1.37E-10,-0.015092506,0.325,0.421,3.56E-06,TAM,PPA2
OFD1.2,1.40E-10,0.00324794,0.098,0.139,3.63E-06,TAM,OFD1
COMMD4.2,1.41E-10,-0.015619048,0.318,0.412,3.66E-06,TAM,COMMD4
STK19.2,1.41E-10,0.0281382,0.094,0.135,3.66E-06,TAM,STK19
CDK13.2,1.42E-10,0.02084716,0.089,0.129,3.68E-06,TAM,CDK13
MRPS17.2,1.43E-10,-0.014062116,0.067,0.101,3.71E-06,TAM,MRPS17
PCTP.2,1.44E-10,-0.004052027,0.08,0.117,3.74E-06,TAM,PCTP
MRPL51.2,1.48E-10,-0.094350305,0.619,0.733,3.83E-06,TAM,MRPL51
SNHG9.1,1.48E-10,0.014874589,0.083,0.122,3.83E-06,TAM,SNHG9
THAP7.2,1.54E-10,0.090394101,0.119,0.166,4.00E-06,TAM,THAP7
ABCC3.2,1.54E-10,0.138886476,0.243,0.322,4.00E-06,TAM,ABCC3
IRAK3.2,1.54E-10,0.160779327,0.212,0.285,4.01E-06,TAM,IRAK3
NSMAF.2,1.55E-10,0.123768745,0.162,0.221,4.02E-06,TAM,NSMAF
MGAT4B.1,1.59E-10,0.026487203,0.085,0.123,4.12E-06,TAM,MGAT4B
MKRN1.2,1.67E-10,0.042836236,0.319,0.42,4.33E-06,TAM,MKRN1
RNMT.2,1.68E-10,0.086550529,0.303,0.397,4.35E-06,TAM,RNMT
PCMT1.2,1.68E-10,-0.050096475,0.433,0.542,4.36E-06,TAM,PCMT1
FAM45A.1,1.70E-10,0.061906953,0.15,0.205,4.42E-06,TAM,FAM45A
PDRG1.1,1.75E-10,-0.092244286,0.082,0.119,4.53E-06,TAM,PDRG1
CENPB.2,1.75E-10,0.076110907,0.103,0.146,4.53E-06,TAM,CENPB
ABCB8.2,1.76E-10,0.060657405,0.075,0.111,4.55E-06,TAM,ABCB8
WDR81.2,1.76E-10,-0.032413308,0.092,0.131,4.56E-06,TAM,WDR81
SNRNP40.2,1.76E-10,0.096545694,0.158,0.217,4.57E-06,TAM,SNRNP40
RPL27A.2,1.79E-10,0.061810268,0.996,0.997,4.64E-06,TAM,RPL27A
DCTN5.1,1.79E-10,0.122427812,0.12,0.169,4.65E-06,TAM,DCTN5
ZNF430.2,1.79E-10,0.064801554,0.088,0.128,4.65E-06,TAM,ZNF430
DDX60.2,1.80E-10,0.234211557,0.089,0.13,4.68E-06,TAM,DDX60
GTPBP4.2,1.83E-10,0.140755033,0.15,0.207,4.76E-06,TAM,GTPBP4
MROH1.2,1.84E-10,0.019004066,0.088,0.127,4.77E-06,TAM,MROH1
CDYL.2,1.85E-10,0.042516678,0.084,0.122,4.80E-06,TAM,CDYL
PFDN6.2,1.85E-10,0.030907464,0.307,0.403,4.80E-06,TAM,PFDN6
HSPA4.2,1.90E-10,0.059377245,0.234,0.313,4.93E-06,TAM,HSPA4
RPGR.2,1.91E-10,0.116086009,0.075,0.112,4.95E-06,TAM,RPGR
UNC45A.1,1.95E-10,0.03682285,0.082,0.12,5.05E-06,TAM,UNC45A
EXOSC7.2,1.96E-10,0.074147478,0.141,0.194,5.08E-06,TAM,EXOSC7
PLEKHM1.1,1.99E-10,0.025095937,0.092,0.132,5.17E-06,TAM,PLEKHM1
WDR83OS.2,2.00E-10,-0.076788423,0.725,0.818,5.18E-06,TAM,WDR83OS
TAF3.2,2.02E-10,0.095865998,0.142,0.195,5.24E-06,TAM,TAF3
RPS6KB1.2,2.04E-10,0.015480315,0.074,0.109,5.30E-06,TAM,RPS6KB1
CPD.2,2.09E-10,0.057521343,0.114,0.159,5.43E-06,TAM,CPD
MAP2K1.2,2.10E-10,0.042020466,0.369,0.479,5.45E-06,TAM,MAP2K1
CCDC159.2,2.13E-10,0.082648892,0.119,0.167,5.53E-06,TAM,CCDC159
PBRM1,2.14E-10,0.053630867,0.252,0.332,5.56E-06,TAM,PBRM1
PSMA2.2,2.18E-10,-0.069383914,0.489,0.609,5.66E-06,TAM,PSMA2
RBM15B.2,2.18E-10,0.044407321,0.087,0.126,5.67E-06,TAM,RBM15B
BIRC2.1,2.20E-10,0.09362229,0.231,0.309,5.70E-06,TAM,BIRC2
RABGAP1.1,2.20E-10,-0.036585029,0.115,0.16,5.70E-06,TAM,RABGAP1
TRAPPC3.2,2.22E-10,-0.019252691,0.432,0.549,5.76E-06,TAM,TRAPPC3
STRN3.2,2.23E-10,0.0940026,0.091,0.131,5.79E-06,TAM,STRN3
ZNF451.1,2.24E-10,0.008224958,0.111,0.155,5.81E-06,TAM,ZNF451
PSMD1.2,2.30E-10,0.070478014,0.278,0.366,5.96E-06,TAM,PSMD1
PPID.2,2.31E-10,0.124715979,0.168,0.227,5.98E-06,TAM,PPID
RSPRY1.2,2.33E-10,0.134827349,0.097,0.139,6.04E-06,TAM,RSPRY1
VEZF1.2,2.34E-10,0.141628965,0.139,0.193,6.08E-06,TAM,VEZF1
ASCC2.2,2.38E-10,0.150735587,0.185,0.25,6.16E-06,TAM,ASCC2
MBNL2,2.49E-10,-0.054734638,0.082,0.119,6.46E-06,TAM,MBNL2
IMPA1.2,2.50E-10,0.088191751,0.076,0.113,6.49E-06,TAM,IMPA1
IDE.1,2.58E-10,0.027699473,0.069,0.103,6.70E-06,TAM,IDE
PPIA.1,2.65E-10,0.077949664,0.969,0.966,6.87E-06,TAM,PPIA
CPSF1.1,2.65E-10,0.018339264,0.066,0.1,6.87E-06,TAM,CPSF1
RPL4.2,2.72E-10,0.120619711,0.922,0.952,7.05E-06,TAM,RPL4
SIK3.1,2.73E-10,0.874730206,0.126,0.099,7.08E-06,TAM,SIK3
POLR2J3.2,2.75E-10,0.085933131,0.281,0.365,7.14E-06,TAM,POLR2J3
ADRBK1.2,2.76E-10,0.082497666,0.249,0.331,7.15E-06,TAM,ADRBK1
SLC30A1.1,2.78E-10,0.860916552,0.123,0.095,7.21E-06,TAM,SLC30A1
SNRPB.1,2.84E-10,0.233093083,0.643,0.683,7.38E-06,TAM,SNRPB
TCP1.2,2.85E-10,0.011710879,0.388,0.502,7.40E-06,TAM,TCP1
USP5.2,2.87E-10,-0.085535672,0.097,0.139,7.44E-06,TAM,USP5
CXCL1.2,2.88E-10,0.439639629,0.124,0.096,7.47E-06,TAM,CXCL1
CALU.1,2.89E-10,0.051146088,0.323,0.421,7.49E-06,TAM,CALU
PSMC6.2,2.90E-10,0.050798995,0.304,0.4,7.53E-06,TAM,PSMC6
ARL14EP.1,2.94E-10,-0.076270019,0.113,0.158,7.64E-06,TAM,ARL14EP
RPS14.2,2.95E-10,0.078326748,0.995,0.998,7.65E-06,TAM,RPS14
DPM2.2,3.01E-10,0.11023535,0.247,0.329,7.80E-06,TAM,DPM2
YTHDF3.1,3.03E-10,0.026780416,0.196,0.259,7.87E-06,TAM,YTHDF3
SF3B4.2,3.07E-10,0.101602131,0.21,0.282,7.98E-06,TAM,SF3B4
NAA15.2,3.09E-10,0.071636308,0.142,0.195,8.02E-06,TAM,NAA15
VIM.2,3.10E-10,0.131770624,0.996,0.993,8.05E-06,TAM,VIM
FAM3A.2,3.15E-10,0.089242227,0.144,0.197,8.17E-06,TAM,FAM3A
ZNF146.2,3.23E-10,0.03515399,0.089,0.128,8.37E-06,TAM,ZNF146
PDK3.2,3.30E-10,-0.040149457,0.074,0.109,8.57E-06,TAM,PDK3
PUM1.1,3.44E-10,0.109537471,0.247,0.326,8.93E-06,TAM,PUM1
MVD.2,3.45E-10,-0.015331416,0.104,0.146,8.94E-06,TAM,MVD
EIF3E.2,3.47E-10,-0.085301703,0.771,0.868,9.00E-06,TAM,EIF3E
CBFB.2,3.47E-10,0.072369693,0.242,0.321,9.01E-06,TAM,CBFB
GRSF1.2,3.49E-10,0.033512873,0.273,0.359,9.04E-06,TAM,GRSF1
DRG2.2,3.51E-10,0.098213809,0.139,0.192,9.10E-06,TAM,DRG2
CEP104.2,3.59E-10,-0.014954411,0.086,0.123,9.30E-06,TAM,CEP104
YTHDC1.2,3.62E-10,0.083054069,0.265,0.349,9.38E-06,TAM,YTHDC1
TROVE2.2,3.69E-10,0.105415591,0.182,0.245,9.58E-06,TAM,TROVE2
MESDC1.2,3.75E-10,0.152486134,0.182,0.247,9.74E-06,TAM,MESDC1
NF2.2,3.92E-10,0.052834996,0.081,0.118,1.02E-05,TAM,NF2
GLCE.2,3.96E-10,0.113475174,0.074,0.11,1.03E-05,TAM,GLCE
SYVN1.2,3.99E-10,0.022904045,0.075,0.11,1.04E-05,TAM,SYVN1
S100A10.2,4.02E-10,0.194444504,0.989,0.973,1.04E-05,TAM,S100A10
SKI.2,4.06E-10,0.131033187,0.249,0.329,1.05E-05,TAM,SKI
UFM1.2,4.06E-10,0.023977542,0.387,0.496,1.05E-05,TAM,UFM1
SNX8.2,4.12E-10,0.641793119,0.272,0.258,1.07E-05,TAM,SNX8
PPIE.2,4.12E-10,0.025621372,0.188,0.254,1.07E-05,TAM,PPIE
RNF10.2,4.27E-10,0.074830268,0.253,0.333,1.11E-05,TAM,RNF10
HMOX1.2,4.31E-10,-0.145162861,0.521,0.639,1.12E-05,TAM,HMOX1
RUFY1.1,4.37E-10,0.120157334,0.188,0.252,1.13E-05,TAM,RUFY1
CHMP2A.2,4.42E-10,-0.080663257,0.652,0.752,1.15E-05,TAM,CHMP2A
ALDH3B1.2,4.60E-10,0.074090368,0.225,0.296,1.19E-05,TAM,ALDH3B1
DDX19B.2,4.68E-10,0.107139214,0.149,0.204,1.21E-05,TAM,DDX19B
UPF2.2,4.74E-10,0.121960796,0.248,0.329,1.23E-05,TAM,UPF2
MRPS9.2,4.85E-10,-0.008948179,0.087,0.125,1.26E-05,TAM,MRPS9
CHMP7.2,4.86E-10,-0.007848433,0.076,0.112,1.26E-05,TAM,CHMP7
RNF38.2,4.95E-10,0.08038188,0.093,0.133,1.28E-05,TAM,RNF38
ATP5B.2,5.00E-10,0.15504604,0.725,0.768,1.30E-05,TAM,ATP5B
SLC36A4.2,5.00E-10,0.195911869,0.16,0.218,1.30E-05,TAM,SLC36A4
DERA.2,5.08E-10,0.09680527,0.234,0.311,1.32E-05,TAM,DERA
HARS.2,5.18E-10,0.062565159,0.133,0.183,1.34E-05,TAM,HARS
EGLN1.2,5.20E-10,0.155840086,0.125,0.173,1.35E-05,TAM,EGLN1
CCZ1.2,5.22E-10,0.134822992,0.199,0.265,1.35E-05,TAM,CCZ1
SLC33A1.1,5.28E-10,-0.055657301,0.081,0.117,1.37E-05,TAM,SLC33A1
KIAA0319L.1,5.34E-10,0.008992908,0.087,0.125,1.39E-05,TAM,KIAA0319L
BLOC1S4.2,5.37E-10,0.119684035,0.14,0.193,1.39E-05,TAM,BLOC1S4
RPIA.2,5.38E-10,0.162056984,0.159,0.216,1.40E-05,TAM,RPIA
UBA2.2,5.59E-10,0.096946484,0.222,0.295,1.45E-05,TAM,UBA2
QTRT1.2,5.60E-10,0.171948631,0.109,0.154,1.45E-05,TAM,QTRT1
ATE1.1,5.61E-10,-0.099454719,0.069,0.102,1.46E-05,TAM,ATE1
TPST2.1,5.68E-10,0.061437112,0.252,0.331,1.47E-05,TAM,TPST2
MRPS7.2,5.70E-10,-0.052469855,0.372,0.479,1.48E-05,TAM,MRPS7
NME1.1,5.72E-10,0.537093842,0.404,0.421,1.48E-05,TAM,NME1
REEP5.2,5.77E-10,-0.099942555,0.677,0.757,1.50E-05,TAM,REEP5
TRPM7.2,5.82E-10,0.081751671,0.103,0.145,1.51E-05,TAM,TRPM7
ACTR1A.2,5.85E-10,0.101089095,0.244,0.324,1.52E-05,TAM,ACTR1A
CAP1.2,5.87E-10,-0.068056632,0.829,0.881,1.52E-05,TAM,CAP1
CDKN1B.2,5.96E-10,-0.027922965,0.105,0.147,1.55E-05,TAM,CDKN1B
NCOA4.2,6.00E-10,-0.087675168,0.453,0.57,1.56E-05,TAM,NCOA4
RANGAP1,6.00E-10,-0.013789281,0.068,0.102,1.56E-05,TAM,RANGAP1
PSMD3.2,6.02E-10,0.058086391,0.299,0.391,1.56E-05,TAM,PSMD3
KEAP1.2,6.04E-10,0.040455298,0.13,0.178,1.57E-05,TAM,KEAP1
BICD2.2,6.07E-10,0.163433267,0.132,0.181,1.57E-05,TAM,BICD2
AKT2.2,6.16E-10,0.020934859,0.104,0.146,1.60E-05,TAM,AKT2
AP1S1.2,6.17E-10,0.08649608,0.266,0.353,1.60E-05,TAM,AP1S1
HMGN1.2,6.21E-10,0.167201033,0.775,0.817,1.61E-05,TAM,HMGN1
C10orf76.2,6.23E-10,0.021005963,0.1,0.141,1.62E-05,TAM,C10orf76
PRKRIR.1,6.43E-10,0.04112172,0.096,0.136,1.67E-05,TAM,PRKRIR
MTX1.2,6.61E-10,0.048609659,0.298,0.392,1.71E-05,TAM,MTX1
NGDN.2,6.63E-10,0.12636236,0.128,0.177,1.72E-05,TAM,NGDN
PCF11.2,6.63E-10,0.028172354,0.284,0.369,1.72E-05,TAM,PCF11
PREB.2,6.65E-10,0.051385165,0.144,0.196,1.72E-05,TAM,PREB
MFSD3.1,6.69E-10,-0.058319391,0.067,0.1,1.74E-05,TAM,MFSD3
CIZ1.1,6.76E-10,-0.051292347,0.089,0.127,1.75E-05,TAM,CIZ1
RPL27.1,6.76E-10,0.063004514,0.982,0.991,1.75E-05,TAM,RPL27
MAP3K7CL.2,6.91E-10,-0.074662702,0.072,0.105,1.79E-05,TAM,MAP3K7CL
SESN2.2,7.01E-10,0.155108715,0.115,0.159,1.82E-05,TAM,SESN2
SNW1.2,7.08E-10,0.06531405,0.282,0.371,1.84E-05,TAM,SNW1
SLC25A11.2,7.08E-10,0.012864277,0.362,0.473,1.84E-05,TAM,SLC25A11
TMEM192.2,7.19E-10,0.014928541,0.154,0.206,1.86E-05,TAM,TMEM192
LINC00667.2,7.19E-10,0.074039169,0.144,0.196,1.87E-05,TAM,LINC00667
PARL.2,7.19E-10,0.066716448,0.333,0.44,1.87E-05,TAM,PARL
WBP11.2,7.48E-10,0.079484221,0.274,0.362,1.94E-05,TAM,WBP11
NRP1.2,7.56E-10,0.090718774,0.26,0.341,1.96E-05,TAM,NRP1
TMEM144.2,7.73E-10,-0.122573364,0.069,0.102,2.00E-05,TAM,TMEM144
ZRANB1.2,7.80E-10,-0.020447423,0.084,0.121,2.02E-05,TAM,ZRANB1
GLG1.2,7.80E-10,0.115508346,0.25,0.329,2.02E-05,TAM,GLG1
BRK1.2,7.82E-10,-0.079761517,0.84,0.888,2.03E-05,TAM,BRK1
R3HDM1.2,7.84E-10,0.06013907,0.09,0.128,2.03E-05,TAM,R3HDM1
PDS5B,7.94E-10,0.098946095,0.091,0.13,2.06E-05,TAM,PDS5B
TIA1.1,7.95E-10,0.033089717,0.117,0.162,2.06E-05,TAM,TIA1
STK25.2,7.98E-10,0.142480953,0.182,0.244,2.07E-05,TAM,STK25
BAZ2A.2,8.04E-10,0.12297336,0.173,0.231,2.09E-05,TAM,BAZ2A
TNFAIP2.1,8.06E-10,0.067294164,0.478,0.606,2.09E-05,TAM,TNFAIP2
RPRD1A.2,8.08E-10,-0.054239963,0.072,0.107,2.10E-05,TAM,RPRD1A
MNT.2,8.08E-10,0.034308999,0.091,0.13,2.10E-05,TAM,MNT
MED11.2,8.15E-10,0.086370888,0.14,0.192,2.11E-05,TAM,MED11
PISD.2,8.21E-10,0.01813152,0.099,0.14,2.13E-05,TAM,PISD
EIF4EBP1.2,8.38E-10,0.320644956,0.671,0.734,2.17E-05,TAM,EIF4EBP1
SLC39A7.2,8.48E-10,0.157759318,0.157,0.212,2.20E-05,TAM,SLC39A7
ARHGAP31.2,8.92E-10,0.054419306,0.117,0.162,2.31E-05,TAM,ARHGAP31
DGAT1.2,8.99E-10,0.070452633,0.098,0.139,2.33E-05,TAM,DGAT1
CRKL.2,9.18E-10,-0.023973924,0.079,0.114,2.38E-05,TAM,CRKL
TFG.2,9.27E-10,0.096365386,0.299,0.393,2.40E-05,TAM,TFG
TSPAN32.2,9.30E-10,-0.042600468,0.069,0.103,2.41E-05,TAM,TSPAN32
FEM1A.2,9.40E-10,0.00513645,0.084,0.121,2.44E-05,TAM,FEM1A
ABT1.2,9.42E-10,0.070622264,0.144,0.197,2.44E-05,TAM,ABT1
KAT5.2,9.52E-10,0.129661684,0.16,0.217,2.47E-05,TAM,KAT5
TMEM131.2,9.56E-10,0.142398177,0.132,0.181,2.48E-05,TAM,TMEM131
SRF.2,9.59E-10,0.048704656,0.074,0.108,2.49E-05,TAM,SRF
HLA-B.1,9.66E-10,-0.003499249,0.998,0.985,2.51E-05,TAM,HLA-B
ACBD3.2,1.01E-09,0.11481211,0.2,0.267,2.63E-05,TAM,ACBD3
RAB11A.2,1.02E-09,-0.010924465,0.471,0.594,2.64E-05,TAM,RAB11A
PLEKHM2.1,1.03E-09,0.114159777,0.192,0.254,2.66E-05,TAM,PLEKHM2
RTCA.2,1.03E-09,0.072735479,0.254,0.337,2.66E-05,TAM,RTCA
PSME1.2,1.05E-09,0.15279823,0.783,0.822,2.72E-05,TAM,PSME1
C9orf69.1,1.07E-09,-0.034259949,0.068,0.101,2.77E-05,TAM,C9orf69
CCS.2,1.08E-09,0.194706606,0.199,0.267,2.80E-05,TAM,CCS
TACC3.1,1.09E-09,0.008957041,0.089,0.126,2.84E-05,TAM,TACC3
NOB1.2,1.10E-09,0.079382078,0.145,0.197,2.86E-05,TAM,NOB1
PSMB10.2,1.12E-09,0.017526835,0.3,0.39,2.91E-05,TAM,PSMB10
ZNF274.2,1.13E-09,0.079371023,0.077,0.112,2.93E-05,TAM,ZNF274
CNTLN,1.13E-09,-0.00010125,0.12,0.165,2.94E-05,TAM,CNTLN
MARCH2.2,1.15E-09,0.034569863,0.304,0.394,2.99E-05,TAM,Mar-02
