Cell-cell communication signalings in tumor conditions,,,,,,,,,,,
,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
2068,Epithelial cells,MAST cells,FN1,CD44,0.006533815,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2069,Fibroblasts,MAST cells,FN1,CD44,0.123980859,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2070,Profi_TAM,MAST cells,FN1,CD44,0.015114207,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2071,Proli_TRM,MAST cells,FN1,CD44,0.055989583,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2072,TAM,MAST cells,FN1,CD44,0.078782495,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2073,TRAM,MAST cells,FN1,CD44,0.091829977,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2074,Unknown,MAST cells,FN1,CD44,0.031787163,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2075,Endothelial cells,Monocytes,FN1,CD44,0.021943372,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2076,Epithelial cells,Monocytes,FN1,CD44,0.006250048,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2077,Fibroblasts,Monocytes,FN1,CD44,0.119208367,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2078,Profi_TAM,Monocytes,FN1,CD44,0.014463215,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2079,Proli_TRM,Monocytes,FN1,CD44,0.053673972,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2080,TAM,Monocytes,FN1,CD44,0.07559971,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2081,TRAM,Monocytes,FN1,CD44,0.088170529,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2082,Unknown,Monocytes,FN1,CD44,0.030440237,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2083,Endothelial cells,NK cells,FN1,CD44,0.004494526,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2084,Epithelial cells,NK cells,FN1,CD44,0.001264031,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2085,Fibroblasts,NK cells,FN1,CD44,0.026513337,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2086,Profi_TAM,NK cells,FN1,CD44,0.002944504,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2087,Proli_TRM,NK cells,FN1,CD44,0.011284829,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2088,TAM,NK cells,FN1,CD44,0.016190927,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2089,TRAM,NK cells,FN1,CD44,0.01908715,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2090,Unknown,NK cells,FN1,CD44,0.006278257,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2091,Endothelial cells,Profi_TAM,FN1,CD44,0.015572824,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2092,Epithelial cells,Profi_TAM,FN1,CD44,0.004414983,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2093,Fibroblasts,Profi_TAM,FN1,CD44,0.087115203,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2094,Profi_TAM,Profi_TAM,FN1,CD44,0.010241549,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2095,Proli_TRM,Profi_TAM,FN1,CD44,0.038453653,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2096,TAM,Profi_TAM,FN1,CD44,0.054520116,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2097,TRAM,Profi_TAM,FN1,CD44,0.063827815,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2098,Unknown,Profi_TAM,FN1,CD44,0.021657523,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2099,Endothelial cells,Proli_TRM,FN1,CD44,0.017630046,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2100,Epithelial cells,Proli_TRM,FN1,CD44,0.005005712,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2101,Fibroblasts,Proli_TRM,FN1,CD44,0.097685578,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2102,Profi_TAM,Proli_TRM,FN1,CD44,0.011602792,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2103,Proli_TRM,Proli_TRM,FN1,CD44,0.043400248,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2104,TAM,Proli_TRM,FN1,CD44,0.06140149,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2105,TRAM,Proli_TRM,FN1,CD44,0.071794773,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2106,Unknown,Proli_TRM,FN1,CD44,0.024498549,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2107,Endothelial cells,T cells,FN1,CD44,0.01532091,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2108,Epithelial cells,T cells,FN1,CD44,0.004342768,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2109,Fibroblasts,T cells,FN1,CD44,0.085806858,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2110,Profi_TAM,T cells,FN1,CD44,0.010074994,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2111,Proli_TRM,T cells,FN1,CD44,0.037845836,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2112,TAM,T cells,FN1,CD44,0.053672521,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2113,TRAM,T cells,FN1,CD44,0.062845136,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2114,Unknown,T cells,FN1,CD44,0.02130931,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2115,Endothelial cells,TAM,FN1,CD44,0.02031306,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2116,Epithelial cells,TAM,FN1,CD44,0.005778804,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2117,Fibroblasts,TAM,FN1,CD44,0.111173032,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2118,Profi_TAM,TAM,FN1,CD44,0.013381048,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2119,Proli_TRM,TAM,FN1,CD44,0.049806244,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2120,TAM,TAM,FN1,CD44,0.070269341,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2121,TRAM,TAM,FN1,CD44,0.082032474,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2122,Unknown,TAM,FN1,CD44,0.028196839,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2123,Endothelial cells,TRAM,FN1,CD44,0.018173846,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2124,Epithelial cells,TRAM,FN1,CD44,0.00516216,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2125,Fibroblasts,TRAM,FN1,CD44,0.100446216,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2126,Profi_TAM,TRAM,FN1,CD44,0.011962945,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2127,Proli_TRM,TRAM,FN1,CD44,0.044702762,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2128,TAM,TRAM,FN1,CD44,0.063208555,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2129,TRAM,TRAM,FN1,CD44,0.073883637,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2130,Unknown,TRAM,FN1,CD44,0.025248764,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2131,Endothelial cells,Unknown,FN1,CD44,0.020584015,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2132,Epithelial cells,Unknown,FN1,CD44,0.005857046,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2133,Fibroblasts,Unknown,FN1,CD44,0.112516766,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2134,Profi_TAM,Unknown,FN1,CD44,0.013560817,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2135,Proli_TRM,Unknown,FN1,CD44,0.050450347,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2136,TAM,Unknown,FN1,CD44,0.071158258,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2137,TRAM,Unknown,FN1,CD44,0.083056903,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2138,Unknown,Unknown,FN1,CD44,0.028569888,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2139,Epithelial cells,B cells,COL1A1,CD44,0.00331394,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2140,Fibroblasts,B cells,COL1A1,CD44,0.052212904,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2141,Epithelial cells,DC,COL1A1,CD44,0.006580981,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2142,Fibroblasts,DC,COL1A1,CD44,0.098903205,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2143,Epithelial cells,Epithelial cells,COL1A1,CD44,0.001044238,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2144,Fibroblasts,Epithelial cells,COL1A1,CD44,0.017024586,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2145,Epithelial cells,Fibroblasts,COL1A1,CD44,0.003122811,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2146,Fibroblasts,Fibroblasts,COL1A1,CD44,0.049341171,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2147,Epithelial cells,MAST cells,COL1A1,CD44,0.009424632,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2148,Fibroblasts,MAST cells,COL1A1,CD44,0.136171221,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2149,Epithelial cells,Monocytes,COL1A1,CD44,0.009016455,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2150,Fibroblasts,Monocytes,COL1A1,CD44,0.130999648,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2151,Epithelial cells,NK cells,COL1A1,CD44,0.001827577,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2152,Fibroblasts,NK cells,COL1A1,CD44,0.029442342,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2153,Epithelial cells,Profi_TAM,COL1A1,CD44,0.00637436,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2154,Fibroblasts,Profi_TAM,COL1A1,CD44,0.09607832,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2155,Epithelial cells,Proli_TRM,COL1A1,CD44,0.007225353,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2156,Fibroblasts,Proli_TRM,COL1A1,CD44,0.107608061,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2157,Epithelial cells,T cells,COL1A1,CD44,0.006270297,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2158,Fibroblasts,T cells,COL1A1,CD44,0.094649318,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2159,Epithelial cells,TAM,COL1A1,CD44,0.008338378,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2160,Fibroblasts,TAM,COL1A1,CD44,0.122279854,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2161,Epithelial cells,TRAM,COL1A1,CD44,0.007450654,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2162,Fibroblasts,TRAM,COL1A1,CD44,0.110614737,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2163,Epithelial cells,Unknown,COL1A1,CD44,0.008450981,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2164,Fibroblasts,Unknown,COL1A1,CD44,0.123739145,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2165,Fibroblasts,B cells,COL1A2,CD44,0.060167107,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2166,Fibroblasts,DC,COL1A2,CD44,0.113121344,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2167,Fibroblasts,Epithelial cells,COL1A2,CD44,0.019729731,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2168,Fibroblasts,Fibroblasts,COL1A2,CD44,0.056884146,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2169,Fibroblasts,MAST cells,COL1A2,CD44,0.154826401,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2170,Fibroblasts,Monocytes,COL1A2,CD44,0.149068595,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2171,Fibroblasts,NK cells,COL1A2,CD44,0.03405227,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2172,Fibroblasts,Profi_TAM,COL1A2,CD44,0.109939905,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2173,Fibroblasts,Proli_TRM,COL1A2,CD44,0.122906907,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2174,Fibroblasts,T cells,COL1A2,CD44,0.108329444,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2175,Fibroblasts,TAM,COL1A2,CD44,0.13933892,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2176,Fibroblasts,TRAM,COL1A2,CD44,0.126280558,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2177,Fibroblasts,Unknown,COL1A2,CD44,0.140969097,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2178,Endothelial cells,B cells,COL4A1,CD44,0.02224634,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2179,Fibroblasts,B cells,COL4A1,CD44,0.005338346,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2180,Endothelial cells,DC,COL4A1,CD44,0.043365755,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2181,Fibroblasts,DC,COL4A1,CD44,0.010579956,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2182,Endothelial cells,Epithelial cells,COL4A1,CD44,0.007102324,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2183,Fibroblasts,Epithelial cells,COL4A1,CD44,0.00168448,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2184,Endothelial cells,Fibroblasts,COL4A1,CD44,0.020986287,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2185,Fibroblasts,Fibroblasts,COL4A1,CD44,0.005031049,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2186,Endothelial cells,MAST cells,COL4A1,CD44,0.061126141,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2187,Fibroblasts,MAST cells,COL4A1,CD44,0.015125262,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2188,Endothelial cells,Monocytes,COL4A1,CD44,0.058611284,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2189,Fibroblasts,Monocytes,COL4A1,CD44,0.014473801,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2190,Endothelial cells,NK cells,COL4A1,CD44,0.012373873,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2191,Fibroblasts,NK cells,COL4A1,CD44,0.002946685,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2192,Endothelial cells,Profi_TAM,COL4A1,CD44,0.042053108,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2193,Fibroblasts,Profi_TAM,COL4A1,CD44,0.010249077,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2194,Endothelial cells,Proli_TRM,COL4A1,CD44,0.047439885,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2195,Fibroblasts,Proli_TRM,COL4A1,CD44,0.011611309,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2196,Endothelial cells,T cells,COL4A1,CD44,0.041390846,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2197,Fibroblasts,T cells,COL4A1,CD44,0.010082401,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2198,Endothelial cells,TAM,COL4A1,CD44,0.05440823,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2199,Fibroblasts,TAM,COL4A1,CD44,0.013390853,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2200,Endothelial cells,TRAM,COL4A1,CD44,0.048857444,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2201,Fibroblasts,TRAM,COL4A1,CD44,0.011971724,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2202,Endothelial cells,Unknown,COL4A1,CD44,0.055108394,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2203,Fibroblasts,Unknown,COL4A1,CD44,0.013570751,0,COL4A1_CD44,COL4A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2204,Endothelial cells,B cells,COL4A2,CD44,0.015595229,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2205,Fibroblasts,B cells,COL4A2,CD44,0.005230066,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2206,Endothelial cells,DC,COL4A2,CD44,0.030598053,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2207,Fibroblasts,DC,COL4A2,CD44,0.010366467,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2208,Endothelial cells,Epithelial cells,COL4A2,CD44,0.004955953,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2209,Fibroblasts,Epithelial cells,COL4A2,CD44,0.001650191,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2210,Endothelial cells,Fibroblasts,COL4A2,CD44,0.014706234,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2211,Fibroblasts,Fibroblasts,COL4A2,CD44,0.004928971,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2212,Endothelial cells,MAST cells,COL4A2,CD44,0.043366486,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2213,Fibroblasts,MAST cells,COL4A2,CD44,0.014821429,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2214,Endothelial cells,Monocytes,COL4A2,CD44,0.041549962,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2215,Fibroblasts,Monocytes,COL4A2,CD44,0.014182866,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2216,Endothelial cells,NK cells,COL4A2,CD44,0.00864828,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2217,Fibroblasts,NK cells,COL4A2,CD44,0.002886775,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2218,Endothelial cells,Profi_TAM,COL4A2,CD44,0.029659892,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2219,Fibroblasts,Profi_TAM,COL4A2,CD44,0.010042197,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2220,Endothelial cells,Proli_TRM,COL4A2,CD44,0.033514705,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2221,Fibroblasts,Proli_TRM,COL4A2,CD44,0.011377248,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2222,Endothelial cells,T cells,COL4A2,CD44,0.029186854,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2223,Fibroblasts,T cells,COL4A2,CD44,0.009878851,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2224,Endothelial cells,TAM,COL4A2,CD44,0.038520324,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2225,Fibroblasts,TAM,COL4A2,CD44,0.013121395,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2226,Endothelial cells,TRAM,COL4A2,CD44,0.034531247,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2227,Fibroblasts,TRAM,COL4A2,CD44,0.011730483,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2228,Endothelial cells,Unknown,COL4A2,CD44,0.039024469,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2229,Fibroblasts,Unknown,COL4A2,CD44,0.013297723,0,COL4A2_CD44,COL4A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2230,Fibroblasts,B cells,COL6A1,CD44,0.033644542,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2231,Fibroblasts,DC,COL6A1,CD44,0.064866881,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2232,Fibroblasts,Epithelial cells,COL6A1,CD44,0.010827214,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2233,Fibroblasts,Fibroblasts,COL6A1,CD44,0.031759855,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2234,Fibroblasts,MAST cells,COL6A1,CD44,0.090599065,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2235,Fibroblasts,Monocytes,COL6A1,CD44,0.086983971,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2236,Fibroblasts,NK cells,COL6A1,CD44,0.018811104,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2237,Fibroblasts,Profi_TAM,COL6A1,CD44,0.062946236,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2238,Fibroblasts,Proli_TRM,COL6A1,CD44,0.070811478,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2239,Fibroblasts,T cells,COL6A1,CD44,0.06197623,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2240,Fibroblasts,TAM,COL6A1,CD44,0.080921189,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2241,Fibroblasts,TRAM,COL6A1,CD44,0.072873979,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
2242,Fibroblasts,Unknown,COL6A1,CD44,0.081932978,0,COL6A1_CD44,COL6A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512
